timestamp,symbol,action,price,quantity,value,reason,portfolio_value
2022-04-21 10:30:00-04:00,MA,buy,365.2900085449219,22.0,8036.380187988281,"Entry signal: Flagpole 30.9%, Vol 0.02 | Stop: $336.07",95107.67948913574
2022-05-02 10:30:00-04:00,UNH,sell,510.80999755859375,27.0,13791.869934082031,MA exit,93620.96977233887
2022-05-06 10:30:00-04:00,JNJ,sell,175.13999938964844,78.0,13660.919952392578,MA exit,92413.26951599121
2022-05-06 10:30:00-04:00,PG,sell,154.77000427246094,62.0,9595.740264892578,MA exit,92413.26951599121
2022-05-06 10:30:00-04:00,MA,sell,346.25,22.0,7617.5,MA exit,92413.26951599121
2022-07-18 10:30:00-04:00,UNH,buy,529.75,26.0,13773.5,"Entry signal: Flagpole 21.9%, Vol 0.04 | Stop: $487.37",92413.26951599121
2022-07-27 10:30:00-04:00,V,buy,212.49000549316406,55.0,11686.950302124023,"Entry signal: Flagpole 19.0%, Vol 0.03 | Stop: $195.49",92479.30894470215
2022-07-28 10:30:00-04:00,AAPL,buy,156.7899932861328,64.0,10034.5595703125,"Entry signal: Flagpole 29.0%, Vol 0.04 | Stop: $144.25",92574.85899353027
2022-07-28 10:30:00-04:00,MSFT,buy,268.739990234375,37.0,9943.379638671875,"Entry signal: Flagpole 20.4%, Vol 0.02 | Stop: $247.24",92574.85899353027
2022-07-29 10:30:00-04:00,AMZN,buy,122.27999877929688,57.0,6969.959930419922,"Entry signal: Flagpole 27.4%, Vol 0.05 | Stop: $112.50",93281.97061157227
2022-07-29 10:30:00-04:00,PG,buy,148.05999755859375,47.0,6958.819885253906,"Entry signal: Flagpole 22.8%, Vol 0.01 | Stop: $136.22",93281.97061157227
2022-08-01 10:30:00-04:00,PG,sell,138.33999633789062,47.0,6501.979827880859,MA exit,92993.39071655273
2022-08-24 10:30:00-04:00,AMZN,sell,132.75,57.0,7566.75,MA exit,92936.65075683594
2022-08-29 10:30:00-04:00,V,sell,201.25,55.0,11068.75,MA exit,91614.46990966797
2022-08-29 10:30:00-04:00,AAPL,sell,161.14999389648438,64.0,10313.599609375,MA exit,91614.46990966797
2022-08-29 10:30:00-04:00,MSFT,sell,265.8500061035156,37.0,9836.450225830078,MA exit,91614.46990966797
2022-08-31 10:30:00-04:00,UNH,sell,520.8200073242188,26.0,13541.320190429688,MA exit,91479.79010009766
2022-09-14 10:30:00-04:00,TSLA,buy,292.1300048828125,46.0,13437.980224609375,"Entry signal: Flagpole 47.6%, Vol 0.04 | Stop: $268.76",91479.79010009766
2022-09-19 10:30:00-04:00,JPM,buy,117.08000183105469,99.0,11590.920181274414,"Entry signal: Flagpole 17.1%, Vol 0.02 | Stop: $107.71",91840.89038085938
2022-09-23 10:30:00-04:00,JPM,sell,110.05000305175781,99.0,10894.950302124023,MA exit,90469.8406829834
2022-09-26 10:30:00-04:00,TSLA,sell,271.8299865722656,46.0,12504.179382324219,MA exit,89951.88023376465
2022-11-11 09:30:00-05:00,HD,buy,311.70001220703125,43.0,13403.100524902344,"Entry signal: Flagpole 23.5%, Vol 0.03 | Stop: $286.76",89951.88023376465
2022-11-14 09:30:00-05:00,V,buy,205.0,56.0,11480.0,"Entry signal: Flagpole 23.3%, Vol 0.04 | Stop: $188.60",90053.35960388184
2022-11-14 09:30:00-05:00,MA,buy,339.2900085449219,33.0,11196.570281982422,"Entry signal: Flagpole 28.9%, Vol 0.04 | Stop: $312.15",90053.35960388184
2022-11-15 09:30:00-05:00,PG,buy,140.97999572753906,57.0,8035.859756469727,"Entry signal: Flagpole 22.9%, Vol 0.03 | Stop: $129.70",90298.95063781738
2022-12-01 09:30:00-05:00,MSFT,buy,255.13999938964844,27.0,6888.779983520508,"Entry signal: Flagpole 25.3%, Vol 0.05 | Stop: $234.73",92448.54026794434
2022-12-01 09:30:00-05:00,NVDA,buy,16.92300033569336,407.0,6887.661136627197,"Entry signal: Flagpole 57.2%, Vol 0.07 | Stop: $15.57",92448.54026794434
2022-12-20 09:30:00-05:00,HD,sell,313.32000732421875,43.0,13472.760314941406,MA exit,89823.58601760864
2022-12-20 09:30:00-05:00,V,sell,203.8800048828125,56.0,11417.2802734375,MA exit,89823.58601760864
2022-12-20 09:30:00-05:00,MSFT,sell,239.39999389648438,27.0,6463.799835205078,MA exit,89823.58601760864
2022-12-20 09:30:00-05:00,NVDA,sell,16.06399917602539,407.0,6538.047664642334,MA exit,89823.58601760864
2022-12-23 09:30:00-05:00,MA,sell,339.0199890136719,33.0,11187.659637451172,MA exit,89916.465259552
2023-01-04 09:30:00-05:00,META,buy,124.73999786376953,97.0,12099.779792785645,"Entry signal: Flagpole 57.1%, Vol 0.03 | Stop: $114.76",89898.22571182251
2023-01-04 09:30:00-05:00,JPM,buy,135.1199951171875,90.0,12160.799560546875,"Entry signal: Flagpole 36.9%, Vol 0.01 | Stop: $124.31",89898.22571182251
2023-01-09 09:30:00-05:00,V,buy,217.75,39.0,8492.25,"Entry signal: Flagpole 26.0%, Vol 0.02 | Stop: $200.33",90582.43621444702
2023-01-09 09:30:00-05:00,MA,buy,367.6700134277344,23.0,8456.41030883789,"Entry signal: Flagpole 33.4%, Vol 0.02 | Stop: $338.26",90582.43621444702
2023-01-19 09:30:00-05:00,PG,sell,143.30999755859375,57.0,8168.669860839844,MA exit,89639.31620407104
2023-01-23 09:30:00-05:00,NVDA,buy,17.839000701904297,401.0,7153.439281463623,"Entry signal: Flagpole 48.4%, Vol 0.08 | Stop: $16.41",90813.63355636597
2023-02-21 09:30:00-05:00,V,sell,220.16000366210938,39.0,8586.240142822266,MA exit,95256.51131439209
2023-02-21 09:30:00-05:00,MA,sell,356.760009765625,23.0,8205.480224609375,MA exit,95256.51131439209
2023-03-09 09:30:00-05:00,JPM,sell,136.75999450683594,90.0,12308.399505615234,MA exit,97343.86612319946
2023-03-14 10:30:00-04:00,AAPL,buy,150.47000122070312,69.0,10382.430084228516,"Entry signal: Flagpole 26.7%, Vol 0.02 | Stop: $138.43",97190.89713096619
2023-03-15 10:30:00-04:00,MSFT,buy,260.7900085449219,34.0,8866.860290527344,"Entry signal: Flagpole 26.2%, Vol 0.03 | Stop: $239.93",97811.84166526794
2023-03-16 10:30:00-04:00,GOOGL,buy,96.11000061035156,78.0,7496.580047607422,"Entry signal: Flagpole 27.5%, Vol 0.02 | Stop: $88.42",98678.3271484375
2023-06-27 10:30:00-04:00,GOOGL,sell,117.08000183105469,78.0,9132.240142822266,MA exit,119749.76025009155
2023-07-03 10:30:00-04:00,JPM,buy,145.44000244140625,53.0,7708.320129394531,"Entry signal: Flagpole 15.7%, Vol 0.01 | Stop: $133.80",121687.2384262085
2023-08-03 10:30:00-04:00,MSFT,sell,326.0,34.0,11084.0,MA exit,124321.01028823853
2023-08-04 10:30:00-04:00,AAPL,sell,185.52000427246094,69.0,12800.880294799805,MA exit,124940.8551864624
2023-08-07 10:30:00-04:00,AMZN,buy,139.57000732421875,73.0,10188.610534667969,"Entry signal: Flagpole 32.9%, Vol 0.02 | Stop: $128.40",124834.17350769043
2023-08-09 10:30:00-04:00,HD,buy,327.80999755859375,26.0,8523.059936523438,"Entry signal: Flagpole 20.9%, Vol 0.02 | Stop: $301.59",124322.28494644165
2023-08-10 10:30:00-04:00,NVDA,sell,42.15999984741211,401.0,16906.159938812256,MA exit,122965.93159866334
2023-08-16 10:30:00-04:00,JPM,sell,150.60000610351562,53.0,7981.800323486328,MA exit,121928.53203201295
2023-08-17 10:30:00-04:00,META,sell,293.04998779296875,97.0,28425.84881591797,MA exit,121138.58981704713
2023-08-22 10:30:00-04:00,NVDA,buy,46.96699905395508,327.0,15358.20869064331,"Entry signal: Flagpole 31.3%, Vol 0.04 | Stop: $43.21",120889.84946060182
2023-08-25 10:30:00-04:00,GOOGL,buy,129.77999877929688,100.0,12977.999877929688,"Entry signal: Flagpole 16.4%, Vol 0.01 | Stop: $119.40",120284.25939941408
2023-09-08 10:30:00-04:00,META,buy,298.6700134277344,37.0,11050.790496826172,"Entry signal: Flagpole 21.6%, Vol 0.02 | Stop: $274.78",120897.66068267824
2023-09-12 10:30:00-04:00,NVDA,sell,44.737998962402344,327.0,14629.325660705566,MA exit,121283.18058776857
2023-09-18 10:30:00-04:00,UNH,buy,486.70001220703125,23.0,11194.100280761719,"Entry signal: Flagpole 15.4%, Vol 0.01 | Stop: $447.76",120709.26138305666
2023-09-19 10:30:00-04:00,HD,sell,315.95001220703125,26.0,8214.700317382812,MA exit,120602.6419067383
2023-09-21 10:30:00-04:00,AMZN,sell,131.94000244140625,73.0,9631.620178222656,MA exit,119500.19261169435
2023-09-22 10:30:00-04:00,GOOGL,sell,130.75999450683594,100.0,13075.999450683594,MA exit,119676.02085876466
2023-10-09 10:30:00-04:00,GOOGL,buy,137.5800018310547,105.0,14445.900192260742,"Entry signal: Flagpole 17.7%, Vol 0.02 | Stop: $126.57",120673.87187194826
2023-10-25 10:30:00-04:00,GOOGL,sell,128.16000366210938,105.0,13456.800384521484,MA exit,119800.2318878174
2023-10-26 10:30:00-04:00,META,sell,295.0,37.0,10915.0,MA exit,119209.12171936037
2023-11-10 09:30:00-05:00,DIS,buy,90.33999633789062,177.0,15990.17935180664,"Entry signal: Flagpole 15.9%, Vol 0.03 | Stop: $83.11",119599.66127014162
2023-11-20 09:30:00-05:00,MSFT,buy,369.8500061035156,36.0,13314.600219726562,"Entry signal: Flagpole 21.6%, Vol 0.05 | Stop: $340.26",120072.50218200685
2023-11-22 09:30:00-05:00,AMZN,buy,143.89999389648438,81.0,11655.899505615234,"Entry signal: Flagpole 24.5%, Vol 0.06 | Stop: $132.39",120696.47185516359
2023-11-22 09:30:00-05:00,NVDA,buy,49.944000244140625,233.0,11636.952056884766,"Entry signal: Flagpole 28.9%, Vol 0.08 | Stop: $45.95",120696.47185516359
2023-12-04 09:30:00-05:00,NVDA,sell,46.07699966430664,233.0,10735.940921783447,MA exit,119140.47664642335
2023-12-05 09:30:00-05:00,JPM,buy,157.99000549316406,61.0,9637.390335083008,"Entry signal: Flagpole 16.9%, Vol 0.03 | Stop: $145.35",118875.36616516115
2023-12-05 09:30:00-05:00,MA,buy,408.2300109863281,23.0,9389.290252685547,"Entry signal: Flagpole 16.4%, Vol 0.02 | Stop: $375.57",118875.36616516115
2023-12-19 09:30:00-05:00,UNH,sell,524.5900268554688,23.0,12065.570617675781,MA exit,120477.45573425294
