date,equity,cash,positions_value,open_positions
2022-04-07,2897312.400098383,2629312.400098383,268000.0,2
2022-04-08,2897312.400098383,2629312.400098383,268000.0,2
2022-04-11,2887482.455748383,2753482.455748383,134000.0,1
2022-04-12,2887482.455748383,2753482.455748383,134000.0,1
2022-04-13,2876361.185748383,2608361.185748383,268000.0,2
2022-04-14,2876361.185748383,2608361.185748383,268000.0,2
2022-04-15,2876361.185748383,2608361.185748383,268000.0,2
2022-04-18,2876361.185748383,2608361.185748383,268000.0,2
2022-04-19,2876361.185748383,2608361.185748383,268000.0,2
2022-04-20,2876361.185748383,2608361.185748383,268000.0,2
2022-04-21,2865483.939748383,2731483.939748383,134000.0,1
2022-04-22,2855977.8212483833,2855977.8212483833,0.0,0
2022-04-25,2855977.8212483833,2855977.8212483833,0.0,0
2022-04-26,2855977.8212483833,2855977.8212483833,0.0,0
2022-04-27,2855977.8212483833,2855977.8212483833,0.0,0
2022-04-28,2855977.8212483833,2855977.8212483833,0.0,0
2022-04-29,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-02,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-03,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-04,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-05,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-06,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-09,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-10,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-11,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-12,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-13,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-16,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-17,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-18,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-19,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-20,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-23,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-24,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-25,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-26,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-27,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-30,2855977.8212483833,2855977.8212483833,0.0,0
2022-05-31,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-01,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-02,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-03,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-06,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-07,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-08,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-09,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-10,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-13,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-14,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-15,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-16,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-17,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-20,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-21,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-22,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-23,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-24,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-27,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-28,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-29,2855977.8212483833,2855977.8212483833,0.0,0
2022-06-30,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-01,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-04,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-05,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-06,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-07,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-08,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-11,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-12,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-13,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-14,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-15,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-18,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-19,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-20,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-21,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-22,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-25,2855977.8212483833,2855977.8212483833,0.0,0
2022-07-26,2855977.8212483833,2855977.8212483833,0.0,0
